,group_of_words,dates,frequencies
22,"('safe',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 2), datetime.date(2020, 8, 7), datetime.date(2020, 8, 13)]","[0.01694915254237288, 0.015107913669064749, 0.015656565656565657, 0.022, 0.015333333333333332, 0.016981132075471698, 0.018133333333333335]"
23,"('thank',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 29)]","[0.04745762711864407, 0.015151515151515152, 0.015733333333333332, 0.016, 0.016266666666666665, 0.016152116131670415, 0.019622271277900418]"
24,"('week',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 27), datetime.date(2020, 7, 29), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.02711864406779661, 0.0212, 0.015467625899280576, 0.017466666666666665, 0.015066666666666667, 0.0176, 0.01524812863875797, 0.0152, 0.02371703128194643, 0.0152, 0.0212, 0.018, 0.019376992886926663, 0.017791044776119404]"
25,"('first',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 29), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 7), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 17)]","[0.02711864406779661, 0.015816598542740357, 0.020933333333333335, 0.01618705035971223, 0.0168, 0.016933333333333335, 0.016981132075471698, 0.06586666666666667, 0.02, 0.020533333333333334, 0.0152]"
26,"('vaccin',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22)]","[0.023728813559322035, 0.01552040755879391, 0.0224, 0.01870503597122302, 0.018686868686868686, 0.019333333333333334, 0.0188, 0.019866666666666668, 0.016533333333333334, 0.02023842528416967, 0.03018867924528302, 0.015866666666666668, 0.016133333333333333, 0.018196687793907176, 0.08933333333333333, 0.0384, 0.027066666666666666, 0.0316, 0.026, 0.020933333333333335, 0.016533333333333334, 0.019299004759844224]"
27,"('famili',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 29), datetime.date(2020, 7, 31), datetime.date(2020, 8, 16)]","[0.020338983050847456, 0.019424460431654675, 0.018, 0.0168]"
28,"('need',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.04406779661016949, 0.02612404478407677, 0.031466666666666664, 0.0296, 0.0328, 0.03561151079136691, 0.03080808080808081, 0.0432, 0.0288, 0.0288, 0.027733333333333332, 0.03909065705572498, 0.03679245283018868, 0.03626666666666667, 0.022133333333333335, 0.03946023308116949, 0.029066666666666668, 0.028266666666666666, 0.027866666666666668, 0.023733333333333332, 0.029466666666666665, 0.028266666666666666, 0.028533333333333334, 0.02942449156209433, 0.025754231052244298, 0.028298507462686567]"
29,"('stand',)","[datetime.date(2020, 7, 24)]",[0.01694915254237288]
30,"('work',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.02711864406779661, 0.02008174871156922, 0.02, 0.024133333333333333, 0.026266666666666667, 0.02841726618705036, 0.019696969696969695, 0.0264, 0.02266666666666667, 0.0204, 0.022533333333333332, 0.03132797338508456, 0.031132075471698113, 0.024533333333333334, 0.0204, 0.02862400327131466, 0.0252, 0.027466666666666667, 0.027066666666666666, 0.0212, 0.017733333333333334, 0.026133333333333335, 0.0264, 0.02059714409346603, 0.01692420897718911, 0.018507462686567163]"
31,"('get',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.04406779661016949, 0.03412120135063089, 0.028533333333333334, 0.0312, 0.035333333333333335, 0.03633093525179856, 0.03383838383838384, 0.033466666666666665, 0.0392, 0.034666666666666665, 0.03666666666666667, 0.03326864430274466, 0.033962264150943396, 0.03866666666666667, 0.0272, 0.03741566141893273, 0.030933333333333334, 0.028133333333333333, 0.03, 0.04493333333333333, 0.0312, 0.034133333333333335, 0.03213333333333333, 0.034530506274340116, 0.051999018886436106, 0.03044776119402985]"
32,"('go',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.04067796610169491, 0.02701261773591612, 0.027866666666666668, 0.02666666666666667, 0.0268, 0.020863309352517987, 0.031313131313131314, 0.02666666666666667, 0.03266666666666666, 0.0256, 0.022933333333333333, 0.030773495980038812, 0.017924528301886792, 0.026133333333333335, 0.0284, 0.02433040278061746, 0.024133333333333333, 0.0204, 0.0196, 0.0228, 0.0264, 0.0228, 0.028, 0.027347468628299437, 0.026980623007113073, 0.024238805970149255]"
33,"('back',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 14), datetime.date(2020, 8, 18), datetime.date(2020, 8, 29)]","[0.02711864406779661, 0.017297553462472602, 0.015866666666666668, 0.015733333333333332, 0.0152, 0.018266666666666667, 0.015066666666666667, 0.016218464097588023, 0.018133333333333335, 0.016561030464117766, 0.019466666666666667, 0.015733333333333332, 0.0196, 0.01692420897718911]"
34,"('realdonaldtrump',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.03389830508474576, 0.019370890350097744, 0.0164, 0.022533333333333332, 0.0312, 0.030215827338129497, 0.05101010101010101, 0.0248, 0.0344, 0.028533333333333334, 0.0332, 0.018436373717771, 0.03207547169811321, 0.019333333333333334, 0.017466666666666665, 0.023512574115722756, 0.019466666666666667, 0.032266666666666666, 0.0152, 0.023333333333333334, 0.018087408048463868, 0.03948982094677459, 0.023880597014925373]"
35,"('see',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.04406779661016949, 0.016408980510633258, 0.016666666666666666, 0.018933333333333333, 0.015866666666666668, 0.017266187050359712, 0.020202020202020204, 0.018666666666666668, 0.017466666666666665, 0.017333333333333333, 0.016666666666666666, 0.016037735849056604, 0.015866666666666668, 0.01594765896544674, 0.015066666666666667, 0.0152, 0.015466666666666667, 0.016133333333333333, 0.015066666666666667, 0.015333333333333332, 0.016933333333333335, 0.017654694937256597, 0.018746268656716417]"
36,"('look',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 18), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.01694915254237288, 0.015283454771636751, 0.0164, 0.017466666666666665, 0.0156, 0.02050359712230216, 0.019066666666666666, 0.0176, 0.0164, 0.016933333333333335, 0.017466038258940948, 0.02358490566037736, 0.0172, 0.02003680228992026, 0.0164, 0.018666666666666668, 0.017333333333333333, 0.015066666666666667, 0.017466666666666665, 0.015697817022320332, 0.016955223880597014]"
37,"('state',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.020338983050847456, 0.023636040518926604, 0.028266666666666666, 0.0348, 0.0168, 0.02194244604316547, 0.01919191919191919, 0.021733333333333334, 0.0244, 0.0228, 0.021733333333333334, 0.025783199334627114, 0.02358490566037736, 0.023466666666666667, 0.021333333333333333, 0.025761602944183195, 0.0184, 0.021066666666666668, 0.016, 0.023866666666666668, 0.018266666666666667, 0.0196, 0.0216, 0.018433578537429683, 0.023301447142506745, 0.023522388059701492]"
38,"('school',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.04406779661016949, 0.01777145903678692, 0.02014388489208633, 0.02070707070707071, 0.028133333333333333, 0.0304, 0.0228, 0.0268, 0.028971444413640145, 0.01981132075471698, 0.022133333333333335, 0.017733333333333334, 0.03455326109180127, 0.0176, 0.0152, 0.034, 0.020933333333333335, 0.018266666666666667, 0.016933333333333335, 0.024, 0.020424058848983125, 0.02452783909737552, 0.020059701492537312]"
39,"('mayb',)","[datetime.date(2020, 7, 24)]",[0.020338983050847456]
40,"('open',)","[datetime.date(2020, 7, 24), datetime.date(2020, 8, 1)]","[0.01694915254237288, 0.015733333333333332]"
41,"('counti',)","[datetime.date(2020, 7, 24)]",[0.020338983050847456]
42,"('requir',)","[datetime.date(2020, 7, 24)]",[0.01694915254237288]
43,"('health',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.03389830508474576, 0.029856051181802026, 0.024133333333333333, 0.025466666666666665, 0.026, 0.03093525179856115, 0.03282828282828283, 0.03693333333333333, 0.025866666666666666, 0.0252, 0.027466666666666667, 0.03548655392292764, 0.029245283018867925, 0.0296, 0.0256, 0.03025966060110407, 0.03186666666666667, 0.0312, 0.03333333333333333, 0.030533333333333332, 0.028266666666666666, 0.027466666666666667, 0.0364, 0.027953266983989616, 0.030414520480745645, 0.023761194029850746]"
44,"('close',)","[datetime.date(2020, 7, 24), datetime.date(2020, 8, 13)]","[0.01694915254237288, 0.0204]"
45,"('global',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 14), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.020338983050847456, 0.018933333333333333, 0.017333333333333333, 0.015066666666666667, 0.015333333333333332, 0.018867924528301886, 0.015733333333333332, 0.0156, 0.017733333333333334, 0.01692420897718911, 0.02101492537313433]"
46,"('news',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.030508474576271188, 0.018896984775783426, 0.0216, 0.020533333333333334, 0.019333333333333334, 0.019064748201438848, 0.021717171717171718, 0.020266666666666665, 0.018533333333333332, 0.017466666666666665, 0.018574993069032437, 0.020266666666666665, 0.019333333333333334, 0.01840114496013085, 0.025066666666666668, 0.019333333333333334, 0.025066666666666668, 0.0192, 0.016, 0.018933333333333333, 0.022266666666666667, 0.020856771960190392, 0.027225901398086828, 0.02137313432835821]"
47,"('alert',)","[datetime.date(2020, 7, 24)]",[0.023728813559322035]
48,"('month',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 30)]","[0.020338983050847456, 0.016349742313843965, 0.01616161616161616]"
49,"('time',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.03389830508474576, 0.027486523310230437, 0.025733333333333334, 0.026, 0.025066666666666668, 0.03237410071942446, 0.03383838383838384, 0.0296, 0.0304, 0.027466666666666667, 0.032933333333333335, 0.02813972830607153, 0.0330188679245283, 0.02493333333333333, 0.025466666666666665, 0.027192803107748926, 0.025066666666666668, 0.0308, 0.03266666666666666, 0.0264, 0.025066666666666668, 0.0328, 0.03253333333333333, 0.028212894850713977, 0.02918812852587687, 0.03056716417910448]"
50,"('say',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.020338983050847456, 0.023339849534980157, 0.023333333333333334, 0.019466666666666667, 0.026133333333333335, 0.02158273381294964, 0.029292929292929294, 0.022933333333333333, 0.020533333333333334, 0.025866666666666666, 0.023733333333333332, 0.028278347657332965, 0.02358490566037736, 0.022133333333333335, 0.019333333333333334, 0.02330811694949908, 0.0452, 0.0204, 0.024, 0.026133333333333335, 0.022933333333333333, 0.0208, 0.024666666666666667, 0.024405019472090006, 0.020112828059847928, 0.024119402985074628]"
51,"('wear',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.03728813559322034, 0.02227356199277294, 0.021066666666666668, 0.023333333333333334, 0.017066666666666667, 0.02841726618705036, 0.03282828282828283, 0.020133333333333333, 0.02, 0.0208, 0.017066666666666667, 0.017466038258940948, 0.017924528301886792, 0.0208, 0.016533333333333334, 0.018196687793907176, 0.0176, 0.015066666666666667, 0.016266666666666665, 0.020358106450821683, 0.018029850746268658]"
52,"('help',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.023728813559322035, 0.02932290741069842, 0.0236, 0.023866666666666668, 0.021066666666666668, 0.031654676258992806, 0.031313131313131314, 0.03813333333333333, 0.029733333333333334, 0.0232, 0.0228, 0.03479345716662046, 0.03018867924528302, 0.0348, 0.023333333333333334, 0.03475771825802494, 0.028133333333333333, 0.029733333333333334, 0.028, 0.018666666666666668, 0.0212, 0.0264, 0.03, 0.031241886629164863, 0.01913171449595291, 0.020298507462686566]"
53,"('spread',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.03728813559322034, 0.021740418221669333, 0.020266666666666665, 0.016666666666666666, 0.024133333333333333, 0.022266666666666667, 0.019733333333333332, 0.019733333333333332, 0.017924528301886792, 0.025466666666666665, 0.018666666666666668, 0.01860560212635453, 0.017066666666666667, 0.018133333333333335, 0.016533333333333334, 0.0152, 0.0172, 0.02250108178277802, 0.02244776119402985]"
54,"('posit',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.020338983050847456, 0.04342159824654938, 0.04066666666666666, 0.0248, 0.0356, 0.04424460431654676, 0.020202020202020204, 0.022133333333333335, 0.030533333333333332, 0.03666666666666667, 0.039733333333333336, 0.03271416689769892, 0.033962264150943396, 0.029866666666666666, 0.0312, 0.029441831936209365, 0.019066666666666666, 0.027466666666666667, 0.029066666666666668, 0.021333333333333333, 0.027066666666666666, 0.0296, 0.0236, 0.028559065339679793, 0.02256561196958548, 0.03391044776119403]"
55,"('day',)","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.03389830508474576, 0.04188140513002784, 0.04493333333333333, 0.051866666666666665, 0.03866666666666667, 0.025899280575539568, 0.03282828282828283, 0.0284, 0.034133333333333335, 0.0304, 0.0344, 0.027862489603548656, 0.022641509433962263, 0.0268, 0.0672, 0.021876916785933346, 0.0336, 0.03866666666666667, 0.03693333333333333, 0.042666666666666665, 0.0328, 0.031733333333333336, 0.030266666666666667, 0.041886629164863694, 0.03384841795437822, 0.043940298507462686]"
